col_1,col_2,col_3,nom_commune,longitude,latitude
port-01,PORT,port,Port,5.56667,46.1667
surjoux,SURJOUX,surjoux,Surjoux,5.8,46.0167
champfromier,CHAMPFROMIER,champfromier,Champfromier,5.81667,46.2
vesines,VESINES,vesines,Vésines,4.86667,46.35
seillonnaz,SEILLONNAZ,seillonnaz,Seillonnaz,5.48333,45.8
varambon,VARAMBON,varambon,Varambon,5.31667,46.0333
grand-abergement,LE GRAND-ABERGEMENT,le grand abergement,Le Grand-Abergement,5.66667,46.0333
jassans-riottier,JASSANS-RIOTTIER,jassans riottier,Jassans-Riottier,4.75,45.9833
asnieres-sur-saone,ASNIERES-SUR-SAONE,asnieres sur saone,Asnières-sur-Saône,4.88333,46.3833
condamine-01,CONDAMINE,condamine,Condamine,5.56667,46.1167
lhuis,LHUIS,lhuis,Lhuis,5.53333,45.75
romans-01,ROMANS,romans,Romans,5.03333,46.1167
pizay,PIZAY,pizay,Pizay,5.08333,45.8833
certines,CERTINES,certines,Certines,5.26667,46.1333
ruffieu,RUFFIEU,ruffieu,Ruffieu,5.66667,46
meximieux,MEXIMIEUX,meximieux,Meximieux,5.2,45.9
saint-rambert-en-bugey,SAINT-RAMBERT-EN-BUGEY,saint rambert en bugey,Saint-Rambert-en-Bugey,5.43333,45.95
ambronay,AMBRONAY,ambronay,Ambronay,5.35,46
cize-01,CIZE,cize,Cize,5.43333,46.2
saint-germain-sur-renon,SAINT-GERMAIN-SUR-RENON,saint germain sur renon,Saint-Germain-sur-Renon,05.05,46.0833
villette-sur-ain,VILLETTE-SUR-AIN,villette sur ain,Villette-sur-Ain,5.26862,45.9884
dagneux,DAGNEUX,dagneux,Dagneux,5.06667,45.85
boissey-01,BOISSEY,boissey,Boissey,5,46.3833
salavre,SALAVRE,salavre,Salavre,5.35,46.3667
brion-01,BRION,brion,Brion,5.55251,46.1728
labalme,LABALME,labalme,Labalme,5.48333,46.1
sauverny,SAUVERNY,sauverny,Sauverny,6.11667,46.3167
montceaux,MONTCEAUX,montceaux,Montceaux,4.8,46.1
brenod,BRENOD,brenod,Brénod,5.6,46.0667
miserieux,MISERIEUX,miserieux,Misérieux,4.81667,45.9833
prevessin-moens,PREVESSIN-MOENS,prevessin moens,Prévessin-Moëns,6.08333,46.25
lent-01,LENT,lent,Lent,5.2,46.1167
marsonnas,MARSONNAS,marsonnas,Marsonnas,5.06667,46.3333
manziat,MANZIAT,manziat,Manziat,4.9,46.35
trevoux-01,TREVOUX,trevoux,Trévoux,4.76667,45.9333
bellegarde-sur-valserine,BELLEGARDE-SUR-VALSERINE,bellegarde sur valserine,Bellegarde-sur-Valserine,5.81667,46.1
bourg-en-bresse,BOURG-EN-BRESSE,bourg en bresse,Bourg-en-Bresse,5.21667,46.2
confort,CONFORT,confort,Confort,5.81667,46.15
saint-denis-les-bourg,SAINT-DENIS-LES-BOURG,saint denis les bourg,Saint-Denis-lès-Bourg,5.2,46.2
massignieu-de-rives,MASSIGNIEU-DE-RIVES,massignieu de rives,Massignieu-de-Rives,5.76667,45.75
saint-etienne-sur-chalaronne,SAINT-ETIENNE-SUR-CHALARONNE,saint etienne sur chalaronne,Saint-Étienne-sur-Chalaronne,4.86667,46.15
bohas-meyriat-rignat,BOHAS-MEYRIAT-RIGNAT,bohas meyriat rignat,Bohas-Meyriat-Rignat,5.4,46.1333
chevry-01,CHEVRY,chevry,Chevry,6.03333,46.2833
fareins,FAREINS,fareins,Fareins,4.76667,46.0167
gorrevod,GORREVOD,gorrevod,Gorrevod,4.95,46.4167
valeins,VALEINS,valeins,Valeins,4.86667,46.1167
vieu-d-izenave,VIEU-D'IZENAVE,vieu d izenave,Vieu-d'Izenave,5.53333,46.0833
toussieux,TOUSSIEUX,toussieux,Toussieux,4.83333,45.9667
arbigny,ARBIGNY,arbigny,Arbigny,4.96667,46.4667
malafretaz,MALAFRETAZ,malafretaz,Malafretaz,5.15,46.3167
samognat,SAMOGNAT,samognat,Samognat,5.58333,46.25
cras-sur-reyssouze,CRAS-SUR-REYSSOUZE,cras sur reyssouze,Cras-sur-Reyssouze,5.16667,46.3
messimy-sur-saone,MESSIMY-SUR-SAONE,messimy sur saone,Messimy-sur-Saône,4.76473,46.0484
pougny-01,POUGNY,pougny,Pougny,5.95,46.1333
sandrans,SANDRANS,sandrans,Sandrans,4.98333,46.0667
pont-de-veyle,PONT-DE-VEYLE,pont de veyle,Pont-de-Veyle,4.88333,46.2667
mijoux,MIJOUX,mijoux,Mijoux,6,46.3667
saint-jean-de-gonville,SAINT-JEAN-DE-GONVILLE,saint jean de gonville,Saint-Jean-de-Gonville,5.95,46.2167
saint-andre-le-bouchoux,SAINT-ANDRE-LE-BOUCHOUX,saint andre le bouchoux,Saint-André-le-Bouchoux,5.08333,46.1167
chaneins,CHANEINS,chaneins,Chaneins,4.85,46.1
joyeux,JOYEUX,joyeux,Joyeux,5.1,45.95
tramoyes,TRAMOYES,tramoyes,Tramoyes,4.96667,45.8667
biziat,BIZIAT,biziat,Biziat,4.93333,46.2167
izenave,IZENAVE,izenave,Izenave,5.53333,46.0333
belmont-luthezieu,BELMONT-LUTHEZIEU,belmont luthezieu,Belmont-Luthézieu,5.66167,45.8795
arbent,ARBENT,arbent,Arbent,5.68333,46.3
sutrieu,SUTRIEU,sutrieu,Sutrieu,5.65,45.95
serrieres-de-briord,SERRIERES-DE-BRIORD,serrieres de briord,Serrières-de-Briord,5.45445,45.8081
aranc,ARANC,aranc,Aranc,5.5,46
chaley,CHALEY,chaley,Chaley,5.53333,45.95
curciat-dongalon,CURCIAT-DONGALON,curciat dongalon,Curciat-Dongalon,5.15,46.4667
loyettes,LOYETTES,loyettes,Loyettes,5.2,45.7667
gex,GEX,gex,Gex,6.06667,46.3333
courtes,COURTES,courtes,Courtes,5.1,46.4667
bereziat,BEREZIAT,bereziat,Béréziat,05.05,46.3667
lapeyrouse-01,LAPEYROUSE,lapeyrouse,Lapeyrouse,4.96667,45.9833
apremont-01,APREMONT,apremont,Apremont,5.65833,46.2083
villieu-loyes-mollon,VILLIEU-LOYES-MOLLON,villieu loyes mollon,Villieu-Loyes-Mollon,5.22223,45.9206
leyment,LEYMENT,leyment,Leyment,5.3,45.9167
etrez,ETREZ,etrez,Étrez,5.18333,46.3333
gercy,GERCY,gercy,Gercy,3.86667,49.8167
villemontoire,VILLEMONTOIRE,villemontoire,Villemontoire,3.33333,49.3
brancourt-le-grand,BRANCOURT-LE-GRAND,brancourt le grand,Brancourt-le-Grand,3.38333,49.9667
licy-clignon,LICY-CLIGNON,licy clignon,Licy-Clignon,3.26667,49.1
proisy,PROISY,proisy,Proisy,3.73333,49.9
chambry-02,CHAMBRY,chambry,Chambry,3.65,49.6
mont-saint-jean-02,MONT-SAINT-JEAN,mont saint jean,Mont-Saint-Jean,4.2,49.7833
morgny-en-thierache,MORGNY-EN-THIERACHE,morgny en thierache,Morgny-en-Thiérache,4.06667,49.7667
mesnil-saint-laurent,MESNIL-SAINT-LAURENT,mesnil saint laurent,Mesnil-Saint-Laurent,3.35,49.8333
annois,ANNOIS,annois,Annois,3.16667,49.7167
brunehamel,BRUNEHAMEL,brunehamel,Brunehamel,4.18333,49.7667
audignicourt,AUDIGNICOURT,audignicourt,Audignicourt,3.13333,49.4833
montigny-sur-crecy,MONTIGNY-SUR-CRECY,montigny sur crecy,Montigny-sur-Crécy,3.58333,49.7167
lor,LOR,lor,Lor,04.05,49.5333
chivres-en-laonnois,CHIVRES-EN-LAONNOIS,chivres en laonnois,Chivres-en-Laonnois,3.85,49.6333
saint-gobain,SAINT-GOBAIN,saint gobain,Saint-Gobain,3.38333,49.6
ugny-le-gay,UGNY-LE-GAY,ugny le gay,Ugny-le-Gay,3.16667,49.6667
happencourt,HAPPENCOURT,happencourt,Happencourt,3.18333,49.7833
prouvais,PROUVAIS,prouvais,Prouvais,3.98333,49.4667
azy-sur-marne,AZY-SUR-MARNE,azy sur marne,Azy-sur-Marne,3.36667,49
terny-sorny,TERNY-SORNY,terny sorny,Terny-Sorny,3.36667,49.45
droizy,DROIZY,droizy,Droizy,3.38333,49.2833
pignicourt,PIGNICOURT,pignicourt,Pignicourt,4.03333,49.4167
moussy-verneuil,MOUSSY-VERNEUIL,moussy verneuil,Moussy-Verneuil,3.63333,49.4167
aguilcourt,AGUILCOURT,aguilcourt,Aguilcourt,3.96667,49.4
montaigu-02,MONTAIGU,montaigu,Montaigu,3.83333,49.5333
moulins-02,MOULINS,moulins,Moulins,3.68333,49.4167
saulchery,SAULCHERY,saulchery,Saulchery,3.3,48.9833
nanteuil-la-fosse,NANTEUIL-LA-FOSSE,nanteuil la fosse,Nanteuil-la-Fosse,3.45,49.4333
guignicourt,GUIGNICOURT,guignicourt,Guignicourt,3.96667,49.4333
bucy-le-long,BUCY-LE-LONG,bucy le long,Bucy-le-Long,3.38333,49.4
longpont,LONGPONT,longpont,Longpont,3.21667,49.2667
montgobert,MONTGOBERT,montgobert,Montgobert,3.15,49.3
noircourt,NOIRCOURT,noircourt,Noircourt,4.1,49.6667
rozet-saint-albin,ROZET-SAINT-ALBIN,rozet saint albin,Rozet-Saint-Albin,3.3,49.2
chivy-les-etouvelles,CHIVY-LES-ETOUVELLES,chivy les etouvelles,Chivy-lès-Étouvelles,3.58333,49.5167
chavonne,CHAVONNE,chavonne,Chavonne,3.56667,49.4
artonges,ARTONGES,artonges,Artonges,3.55,48.9333
oisy-02,OISY,oisy,Oisy,3.66667,50.0167
juvigny-02,JUVIGNY,juvigny,Juvigny,3.31667,49.45
marchais-en-brie,MARCHAIS-EN-BRIE,marchais en brie,Marchais-en-Brie,3.48333,48.8833
bouconville-vauclair,BOUCONVILLE-VAUCLAIR,bouconville vauclair,Bouconville-Vauclair,3.75556,49.4656
bouteille,LA BOUTEILLE,la bouteille,La Bouteille,3.96667,49.8667
ly-fontaine,LY-FONTAINE,ly fontaine,Ly-Fontaine,3.3,49.7167
logny-les-aubenton,LOGNY-LES-AUBENTON,logny les aubenton,Logny-lès-Aubenton,4.2,49.8333
cuirieux,CUIRIEUX,cuirieux,Cuirieux,3.81667,49.6833
iron,IRON,iron,Iron,3.66667,49.95
joncourt,JONCOURT,joncourt,Joncourt,3.3,49.95
effry,EFFRY,effry,Effry,4,49.9333
jumigny,JUMIGNY,jumigny,Jumigny,3.71667,49.4167
chaourse,CHAOURSE,chaourse,Chaourse,4,49.7
saint-remy-blanzy,SAINT-REMY-BLANZY,saint remy blanzy,Saint-Rémy-Blanzy,3.3,49.2333
beaumont-en-beine,BEAUMONT-EN-BEINE,beaumont en beine,Beaumont-en-Beine,3.13333,49.7
plessier-huleu,LE PLESSIER-HULEU,le plessier huleu,Le Plessier-Huleu,3.35,49.2333
estrees-02,ESTREES,estrees,Estrées,3.28333,49.9667
baulne-en-brie,BAULNE-EN-BRIE,baulne en brie,Baulne-en-Brie,3.61667,48.9833
guivry,GUIVRY,guivry,Guivry,3.11667,49.65
variscourt,VARISCOURT,variscourt,Variscourt,3.98333,49.4167
chatillon-sur-oise,CHATILLON-SUR-OISE,chatillon sur oise,Châtillon-sur-Oise,3.4,49.7833
soissons,SOISSONS,soissons,Soissons,3.33333,49.3667
bray-saint-christophe,BRAY-SAINT-CHRISTOPHE,bray saint christophe,Bray-Saint-Christophe,3.15,49.7667
herie-la-vieville,LE HERIE-LA-VIEVILLE,le herie la vieville,Le Hérie-la-Viéville,3.63333,49.8167
aubenton,AUBENTON,aubenton,Aubenton,4.2,49.8333
braye,BRAYE,braye,Braye,3.36667,49.4333
brissay-choigny,BRISSAY-CHOIGNY,brissay choigny,Brissay-Choigny,3.36667,49.7167
remaucourt-02,REMAUCOURT,remaucourt,Remaucourt,3.33333,49.9
seraucourt-le-grand,SERAUCOURT-LE-GRAND,seraucourt le grand,Seraucourt-le-Grand,3.21667,49.7833
berry-au-bac,BERRY-AU-BAC,berry au bac,Berry-au-Bac,3.9,49.4
vivaise,VIVAISE,vivaise,Vivaise,3.56667,49.6167
proviseux-et-plesnoy,PROVISEUX-ET-PLESNOY,proviseux et plesnoy,Proviseux-et-Plesnoy,4,49.4667
caumont-02,CAUMONT,caumont,Caumont,3.18333,49.6167
villers-le-sec-02,VILLERS-LE-SEC,villers le sec,Villers-le-Sec,3.5,49.7833
vichel-nanteuil,VICHEL-NANTEUIL,vichel nanteuil,Vichel-Nanteuil,3.28333,49.1833
romery-02,ROMERY,romery,Romery,3.73333,49.9
fontaine-les-clercs,FONTAINE-LES-CLERCS,fontaine les clercs,Fontaine-lès-Clercs,3.21667,49.8
chery-les-pouilly,CHERY-LES-POUILLY,chery les pouilly,Chéry-lès-Pouilly,3.6,49.65
pithon,PITHON,pithon,Pithon,3.1,49.75
beaurieux-02,BEAURIEUX,beaurieux,Beaurieux,3.73333,49.4
sinceny,SINCENY,sinceny,Sinceny,3.25,49.6
bouffignereux,BOUFFIGNEREUX,bouffignereux,Bouffignereux,3.85,49.3667
saint-gengoulph,SAINT-GENGOULPH,saint gengoulph,Saint-Gengoulph,3.21667,49.1167
pargny-les-bois,PARGNY-LES-BOIS,pargny les bois,Pargny-les-Bois,3.61667,49.7167
montigny-l-allier,MONTIGNY-L'ALLIER,montigny l allier,Montigny-l'Allier,3.1,49.1167
beuvardes,BEUVARDES,beuvardes,Beuvardes,3.48333,49.15
cuissy-et-geny,CUISSY-ET-GENY,cuissy et geny,Cuissy-et-Geny,3.7,49.4167
reuilly-sauvigny,REUILLY-SAUVIGNY,reuilly sauvigny,Reuilly-Sauvigny,3.55,49.0667
vailly-sur-aisne,VAILLY-SUR-AISNE,vailly sur aisne,Vailly-sur-Aisne,3.51667,49.4167
bievres-02,BIEVRES,bievres,Bièvres,3.71667,49.5
berny-riviere,BERNY-RIVIERE,berny riviere,Berny-Rivière,3.15,49.4167
perles,PERLES,perles,Perles,3.65,49.3167
fontenelle-en-brie,FONTENELLE-EN-BRIE,fontenelle en brie,Fontenelle-en-Brie,3.48333,48.9167
neuflieux,NEUFLIEUX,neuflieux,Neuflieux,3.16667,49.6
sainte-croix-02,SAINTE-CROIX,sainte croix,Sainte-Croix,3.78333,49.4833
pargny-la-dhuys,PARGNY-LA-DHUYS,pargny la dhuys,Pargny-la-Dhuys,3.55,48.95
brenelle,BRENELLE,brenelle,Brenelle,3.53333,49.3667
urvillers,URVILLERS,urvillers,Urvillers,3.31667,49.7833
laversine,LAVERSINE,laversine,Laversine,3.16667,49.35
origny-sainte-benoite,ORIGNY-SAINTE-BENOITE,origny sainte benoite,Origny-Sainte-Benoite,3.5,49.8333
cuiry-housse,CUIRY-HOUSSE,cuiry housse,Cuiry-Housse,3.48333,49.3
neuville-les-dorengt,LA NEUVILLE-LES-DORENGT,la neuville les dorengt,La Neuville-lès-Dorengt,3.68333,49.9667
blanzy-les-fismes,BLANZY-LES-FISMES,blanzy les fismes,Blanzy-lès-Fismes,3.66667,49.3333
hargicourt-02,HARGICOURT,hargicourt,Hargicourt,3.18,49.9623
villers-sur-fere,VILLERS-SUR-FERE,villers sur fere,Villers-sur-Fère,3.53333,49.1833
herie,LA HERIE,la herie,La Hérie,04.05,49.8833
bonnesvalyn,BONNESVALYN,bonnesvalyn,Bonnesvalyn,3.31667,49.1167
haution,HAUTION,haution,Haution,3.83333,49.85
berzy-le-sec,BERZY-LE-SEC,berzy le sec,Berzy-le-Sec,3.31667,49.3333
vallee-au-ble,LA VALLEE-AU-BLE,la vallee au ble,La Vallée-au-Blé,3.78333,49.8667
catelet,LE CATELET,le catelet,Le Catelet,3.25,50
gizy,GIZY,gizy,Gizy,3.76667,49.6
saint-algis,SAINT-ALGIS,saint algis,Saint-Algis,3.81667,49.8833
saint-aubin-02,SAINT-AUBIN,saint aubin,Saint-Aubin,3.18333,49.5167
bancigny,BANCIGNY,bancigny,Bancigny,4.01667,49.8
villeneuve-sur-fere,VILLENEUVE-SUR-FERE,villeneuve sur fere,Villeneuve-sur-Fère,3.46667,49.1833
fleury-02,FLEURY,fleury,Fleury,3.15639,49.2581
quincy-sous-le-mont,QUINCY-SOUS-LE-MONT,quincy sous le mont,Quincy-sous-le-Mont,3.55,49.3
besny-et-loizy,BESNY-ET-LOIZY,besny et loizy,Besny-et-Loizy,3.58333,49.6
chery-les-rozoy,CHERY-LES-ROZOY,chery les rozoy,Chéry-lès-Rozoy,4.08333,49.7167
chauny,CHAUNY,chauny,Chauny,3.21667,49.6167
sommette-eaucourt,SOMMETTE-EAUCOURT,sommette eaucourt,Sommette-Eaucourt,3.11667,49.7333
lierval,LIERVAL,lierval,Lierval,3.61667,49.4833
chezy-sur-marne,CHEZY-SUR-MARNE,chezy sur marne,Chézy-sur-Marne,3.36667,48.9833
oulches-la-vallee-foulon,OULCHES-LA-VALLEE-FOULON,oulches la vallee foulon,Oulches-la-Vallée-Foulon,3.75,49.4333
anizy-le-chateau,ANIZY-LE-CHATEAU,anizy le chateau,Anizy-le-Château,3.45,49.5
maizy,MAIZY,maizy,Maizy,3.73333,49.3833
fourdrain,FOURDRAIN,fourdrain,Fourdrain,3.46667,49.6
nampteuil-sous-muret,NAMPTEUIL-SOUS-MURET,nampteuil sous muret,Nampteuil-sous-Muret,3.41667,49.3
urcel,URCEL,urcel,Urcel,3.55,49.5
louatre,LOUATRE,louatre,Louâtre,3.25,49.25
barzy-en-thierache,BARZY-EN-THIERACHE,barzy en thierache,Barzy-en-Thiérache,3.75,50.0333
conde-en-brie,CONDE-EN-BRIE,conde en brie,Condé-en-Brie,3.55,49
dampleux,DAMPLEUX,dampleux,Dampleux,3.15,49.25
sommelans,SOMMELANS,sommelans,Sommelans,3.3,49.1333
pontruet,PONTRUET,pontruet,Pontruet,3.23333,49.9
oigny-en-valois,OIGNY-EN-VALOIS,oigny en valois,Oigny-en-Valois,3.13333,49.2167
loupeigne,LOUPEIGNE,loupeigne,Loupeigne,3.53333,49.25
lhuys,LHUYS,lhuys,Lhuys,3.55,49.2833
eparcy,EPARCY,eparcy,Éparcy,4.06667,49.8667
chapelle-monthodon,LA CHAPELLE-MONTHODON,la chapelle monthodon,La Chapelle-Monthodon,3.63333,49.0167
morsain,MORSAIN,morsain,Morsain,3.18333,49.45
jaulgonne,JAULGONNE,jaulgonne,Jaulgonne,3.53333,49.0833
chermizy-ailles,CHERMIZY-AILLES,chermizy ailles,Chermizy-Ailles,3.73333,49.4667
becquigny-02,BECQUIGNY,becquigny,Becquigny,3.46973,50.0173
festieux,FESTIEUX,festieux,Festieux,3.75,49.5167
villers-les-guise,VILLERS-LES-GUISE,villers les guise,Villers-lès-Guise,3.68333,49.9
nampcelles-la-cour,NAMPCELLES-LA-COUR,nampcelles la cour,Nampcelles-la-Cour,4,49.7833
montigny-en-arrouaise,MONTIGNY-EN-ARROUAISE,montigny en arrouaise,Montigny-en-Arrouaise,3.48333,49.9
berrieux,BERRIEUX,berrieux,Berrieux,3.85,49.4833
chigny,CHIGNY,chigny,Chigny,3.76667,49.9167
muret-et-crouttes,MURET-ET-CROUTTES,muret et crouttes,Muret-et-Crouttes,3.41667,49.2833
flavigny-le-grand-et-beaurain,FLAVIGNY-LE-GRAND-ET-BEAURAIN,flavigny le grand et beaurain,Flavigny-le-Grand-et-Beaurain,3.66473,49.8909
laon,LAON,laon,Laon,3.61667,49.5667
saint-clement-02,SAINT-CLEMENT,saint clement,Saint-Clément,4.06667,49.7667
dercy,DERCY,dercy,Dercy,3.68333,49.7
anguilcourt-le-sart,ANGUILCOURT-LE-SART,anguilcourt le sart,Anguilcourt-le-Sart,3.43333,49.6833
villers-en-prayeres,VILLERS-EN-PRAYERES,villers en prayeres,Villers-en-Prayères,3.66667,49.3833
chalandry,CHALANDRY,chalandry,Chalandry,3.63333,49.6833
laval-en-laonnois,LAVAL-EN-LAONNOIS,laval en laonnois,Laval-en-Laonnois,3.6,49.5
fressancourt,FRESSANCOURT,fressancourt,Fressancourt,3.41667,49.6167
sourd,LE SOURD,le sourd,Le Sourd,3.75,49.8667
fontaine-notre-dame-02,FONTAINE-NOTRE-DAME,fontaine notre dame,Fontaine-Notre-Dame,3.43333,49.8833
chery-chartreuve,CHERY-CHARTREUVE,chery chartreuve,Chéry-Chartreuve,3.61667,49.2667
mortefontaine-02,MORTEFONTAINE,mortefontaine,Mortefontaine,3.07611,49.3317
serain,SERAIN,serain,Serain,3.36667,50.0167
maast-et-violaine,MAAST-ET-VIOLAINE,maast et violaine,Maast-et-Violaine,3.45,49.2833
neuville-sur-ailette,NEUVILLE-SUR-AILETTE,neuville sur ailette,Neuville-sur-Ailette,3.7,49.4667
francilly-selency,FRANCILLY-SELENCY,francilly selency,Francilly-Selency,3.23333,49.85
bezu-le-guery,BEZU-LE-GUERY,bezu le guery,Bézu-le-Guéry,3.23333,49.0167
marle,MARLE,marle,Marle,3.76667,49.7333
leme-02,LEME,leme,Lemé,3.76667,49.8333
cierges,CIERGES,cierges,Cierges,3.6,49.1667
craonne,CRAONNE,craonne,Craonne,3.78333,49.4333
courtemont-varennes,COURTEMONT-VARENNES,courtemont varennes,Courtemont-Varennes,3.55,49.0667
pommiers-02,POMMIERS,pommiers,Pommiers,3.26667,49.4
gland-02,GLAND,gland,Gland,3.46667,49.05
landouzy-la-cour,LANDOUZY-LA-COUR,landouzy la cour,Landouzy-la-Cour,3.98333,49.85
montigny-les-conde,MONTIGNY-LES-CONDE,montigny les conde,Montigny-lès-Condé,3.56667,48.9833
leuilly-sous-coucy,LEUILLY-SOUS-COUCY,leuilly sous coucy,Leuilly-sous-Coucy,3.33333,49.4833
ploisy,PLOISY,ploisy,Ploisy,3.3,49.3333
serval,SERVAL,serval,Serval,3.68333,49.35
billy-sur-ourcq,BILLY-SUR-OURCQ,billy sur ourcq,Billy-sur-Ourcq,3.3,49.2167
ambrief,AMBRIEF,ambrief,Ambrief,3.4,49.3167
prisces,PRISCES,prisces,Prisces,3.86667,49.7833
roupy,ROUPY,roupy,Roupy,3.18333,49.8167
roncheres-02,RONCHERES,roncheres,Ronchères,3.6,49.15
lugny-02,LUGNY,lugny,Lugny,3.81667,49.7833
chezy-en-orxois,CHEZY-EN-ORXOIS,chezy en orxois,Chézy-en-Orxois,3.18333,49.1333
dhuizel,DHUIZEL,dhuizel,Dhuizel,3.61667,49.3667
etampes-sur-marne,ETAMPES-SUR-MARNE,etampes sur marne,Étampes-sur-Marne,3.41667,49.0333
vaux-en-vermandois,VAUX-EN-VERMANDOIS,vaux en vermandois,Vaux-en-Vermandois,3.15,49.8167
boue,BOUE,boue,Boué,3.7,50.0167
fere,LA FERE,la fere,La Fère,3.36667,49.6667
saint-michel-02,SAINT-MICHEL,saint michel,Saint-Michel,4.13333,49.9167
castres-02,CASTRES,castres,Castres,3.23333,49.8
mesbrecourt-richecourt,MESBRECOURT-RICHECOURT,mesbrecourt richecourt,Mesbrecourt-Richecourt,3.55,49.7
beugneux,BEUGNEUX,beugneux,Beugneux,3.41667,49.2333
clermont-les-fermes,CLERMONT-LES-FERMES,clermont les fermes,Clermont-les-Fermes,3.95,49.6667
condren,CONDREN,condren,Condren,3.28333,49.6167
franqueville-02,FRANQUEVILLE,franqueville,Franqueville,3.80945,49.81
arcy-sainte-restitue,ARCY-SAINTE-RESTITUE,arcy sainte restitue,Arcy-Sainte-Restitue,3.46667,49.25
burelles,BURELLES,burelles,Burelles,3.9,49.7833
rocourt-saint-martin,ROCOURT-SAINT-MARTIN,rocourt saint martin,Rocourt-Saint-Martin,3.38333,49.15
commenchon,COMMENCHON,commenchon,Commenchon,3.16667,49.6333
voulpaix,VOULPAIX,voulpaix,Voulpaix,3.83333,49.8333
bucy-les-cerny,BUCY-LES-CERNY,bucy les cerny,Bucy-lès-Cerny,3.51667,49.5833
renansart,RENANSART,renansart,Renansart,3.45,49.7167
presles-et-boves,PRESLES-ET-BOVES,presles et boves,Presles-et-Boves,3.55,49.4
lavaqueresse,LAVAQUERESSE,lavaqueresse,Lavaqueresse,3.70833,49.95
cuffies,CUFFIES,cuffies,Cuffies,3.31667,49.4167
villequier-aumont,VILLEQUIER-AUMONT,villequier aumont,Villequier-Aumont,3.2,49.65
vendelles,VENDELLES,vendelles,Vendelles,3.13333,49.9167
attilly,ATTILLY,attilly,Attilly,3.16667,49.85
berlancourt-02,BERLANCOURT,berlancourt,Berlancourt,3.75806,49.7787
grisolles-02,GRISOLLES,grisolles,Grisolles,3.35,49.15
courcelles-sur-vesle,COURCELLES-SUR-VESLE,courcelles sur vesle,Courcelles-sur-Vesle,3.57195,49.3381
sons-et-roncheres,SONS-ET-RONCHERES,sons et roncheres,Sons-et-Ronchères,3.66667,49.75
seringes-et-nesles,SERINGES-ET-NESLES,seringes et nesles,Seringes-et-Nesles,3.53333,49.2
grandlup-et-fay,GRANDLUP-ET-FAY,grandlup et fay,Grandlup-et-Fay,3.73333,49.6667
coincy-02,COINCY,coincy,Coincy,3.41667,49.1667
marly-gomont,MARLY-GOMONT,marly gomont,Marly-Gomont,3.8,49.9
macogny,MACOGNY,macogny,Macogny,3.23333,49.1667
tartiers,TARTIERS,tartiers,Tartiers,3.23333,49.4333
gibercourt,GIBERCOURT,gibercourt,Gibercourt,3.28333,49.7333
pontru,PONTRU,pontru,Pontru,3.21667,49.9
trelou-sur-marne,TRELOU-SUR-MARNE,trelou sur marne,Trélou-sur-Marne,3.60695,49.077
ville-aux-bois-les-dizy,LA VILLE-AUX-BOIS-LES-DIZY,la ville aux bois les dizy,La Ville-aux-Bois-lès-Dizy,3.99334,49.6612
amigny-rouy,AMIGNY-ROUY,amigny rouy,Amigny-Rouy,3.3,49.6
charmes-02,CHARMES,charmes,Charmes,3.38333,49.65
viffort,VIFFORT,viffort,Viffort,3.45,48.9667
machecourt,MACHECOURT,machecourt,Mâchecourt,3.84167,49.6583
nogent-l-artaud,NOGENT-L'ARTAUD,nogent l artaud,Nogent-l'Artaud,3.31667,48.9667
tannieres,TANNIERES,tannieres,Tannières,3.55,49.2833
saint-erme-outre-et-ramecourt,SAINT-ERME-OUTRE-ET-RAMECOURT,saint erme outre et ramecourt,Saint-Erme-Outre-et-Ramecourt,3.85,49.5167
jouaignes,JOUAIGNES,jouaignes,Jouaignes,3.5,49.3
vaucelles-et-beffecourt,VAUCELLES-ET-BEFFECOURT,vaucelles et beffecourt,Vaucelles-et-Beffecourt,3.55,49.5333
lesquielles-saint-germain,LESQUIELLES-SAINT-GERMAIN,lesquielles saint germain,Lesquielles-Saint-Germain,3.61667,49.9333
aizy-jouy,AIZY-JOUY,aizy jouy,Aizy-Jouy,3.51639,49.4348
faucoucourt,FAUCOUCOURT,faucoucourt,Faucoucourt,3.46667,49.5333
chavigny-02,CHAVIGNY,chavigny,Chavigny,3.3,49.4333
veuilly-la-poterie,VEUILLY-LA-POTERIE,veuilly la poterie,Veuilly-la-Poterie,3.21667,49.0833
mezy-moulins,MEZY-MOULINS,mezy moulins,Mézy-Moulins,3.5,49.0667
gernicourt,GERNICOURT,gernicourt,Gernicourt,3.86667,49.4
quincy-basse,QUINCY-BASSE,quincy basse,Quincy-Basse,3.38333,49.5167
sergy-02,SERGY,sergy,Sergy,3.56667,49.1833
toulis-et-attencourt,TOULIS-ET-ATTENCOURT,toulis et attencourt,Toulis-et-Attencourt,3.73333,49.6833
puiseux-en-retz,PUISEUX-EN-RETZ,puiseux en retz,Puiseux-en-Retz,3.13333,49.3
leuze,LEUZE,leuze,Leuze,4.15,49.85
crezancy,CREZANCY,crezancy,Crézancy,3.5,49.05
noyales,NOYALES,noyales,Noyales,3.55,49.9
marigny-en-orxois,MARIGNY-EN-ORXOIS,marigny en orxois,Marigny-en-Orxois,3.21667,49.0667
foreste,FORESTE,foreste,Foreste,3.1,49.8167
wissignicourt,WISSIGNICOURT,wissignicourt,Wissignicourt,3.43333,49.5333
