col_1,col_2,col_3,nom_commune,longitude,latitude
villefort-48,VILLEFORT,villefort,Villefort,3.93278,44.4403
chasserades,CHASSERADES,chasserades,Chasseradès,3.81667,44.55
florac,FLORAC,florac,Florac,3.6,44.3167
rousses-48,ROUSSES,rousses,Rousses,3.6,44.2
pont-de-montvert,LE PONT-DE-MONTVERT,le pont de montvert,Le Pont-de-Montvert,3.75,44.3667
gabriac-48,GABRIAC,gabriac,Gabriac,3.73333,44.1833
saint-julien-du-tournel,SAINT-JULIEN-DU-TOURNEL,saint julien du tournel,Saint-Julien-du-Tournel,3.66667,44.4833
sainte-helene-48,SAINTE-HELENE,sainte helene,Sainte-Hélène,3.60278,44.5192
sainte-enimie,SAINTE-ENIMIE,sainte enimie,Sainte-Enimie,3.41667,44.3667
fontanes-48,FONTANES,fontanes,Fontanès,3.78333,44.7667
vignes-48,LES VIGNES,les vignes,Vignes,3.23333,44.2833
saint-leger-de-peyre,SAINT-LEGER-DE-PEYRE,saint leger de peyre,Saint-Léger-de-Peyre,3.3,44.6
chaulhac,CHAULHAC,chaulhac,Chaulhac,3.25,44.9167
brenoux,BRENOUX,brenoux,Brenoux,3.53333,44.4833
estables-48,ESTABLES,estables,Estables,3.41667,44.6667
chambon-le-chateau,CHAMBON-LE-CHATEAU,chambon le chateau,Chambon-le-Château,3.66667,44.85
langogne,LANGOGNE,langogne,Langogne,3.85,44.7167
marvejols,MARVEJOLS,marvejols,Marvejols,3.28333,44.55
brion-48,BRION,brion,Brion,3.08333,44.75
canilhac,CANILHAC,canilhac,Canilhac,3.15,44.4167
villedieu-48,LA VILLEDIEU,la villedieu,La Villedieu,3.5,44.7
fraissinet-de-lozere,FRAISSINET-DE-LOZERE,fraissinet de lozere,Fraissinet-de-Lozère,3.7,44.3833
saint-juery-48,SAINT-JUERY,saint juery,Saint-Juéry,3.1,44.8333
fournels,FOURNELS,fournels,Fournels,3.11667,44.8167
montrodat,MONTRODAT,montrodat,Montrodat,3.33333,44.55
born-48,LE BORN,le born,Le Born,3.55,44.5667
luc-48,LUC,luc,Luc,3.88333,44.65
pied-de-borne,PIED-DE-BORNE,pied de borne,Pied-de-Borne,3.98473,44.4756
salces,LES SALCES,les salces,Salces,3.15,44.5333
saint-etienne-du-valdonnez,SAINT-ETIENNE-DU-VALDONNEZ,saint etienne du valdonnez,Saint-Étienne-du-Valdonnez,3.56667,44.45
pierrefiche-48,PIERREFICHE,pierrefiche,Pierrefiche,3.73333,44.6833
pourcharesses,POURCHARESSES,pourcharesses,Pourcharesses,3.93278,44.4387
grandrieu,GRANDRIEU,grandrieu,Grandrieu,3.63333,44.7833
saint-andre-de-lancize,SAINT-ANDRE-DE-LANCIZE,saint andre de lancize,Saint-André-de-Lancize,3.81667,44.2667
belvezet-48,BELVEZET,belvezet,Belvézet,3.75,44.55
saint-germain-de-calberte,SAINT-GERMAIN-DE-CALBERTE,saint germain de calberte,Saint-Germain-de-Calberte,3.8,44.2167
paulhac-en-margeride,PAULHAC-EN-MARGERIDE,paulhac en margeride,Paulhac-en-Margeride,3.38333,44.8667
saint-pierre-le-vieux-48,SAINT-PIERRE-LE-VIEUX,saint pierre le vieux,Saint-Pierre-le-Vieux,3.30861,44.8473
collet-de-deze,LE COLLET-DE-DEZE,le collet de deze,Le Collet-de-Dèze,3.91667,44.25
saint-paul-le-froid,SAINT-PAUL-LE-FROID,saint paul le froid,Saint-Paul-le-Froid,3.56667,44.7833
saint-denis-en-margeride,SAINT-DENIS-EN-MARGERIDE,saint denis en margeride,Saint-Denis-en-Margeride,3.4725,44.7364
malzieu-ville,LE MALZIEU-VILLE,le malzieu ville,Le Malzieu-Ville,3.35,44.85
chastel-nouvel,CHASTEL-NOUVEL,chastel nouvel,Chastel-Nouvel,3.51667,44.5667
hermaux,LES HERMAUX,les hermaux,Hermaux,3.11667,44.5167
laval-du-tarn,LAVAL-DU-TARN,laval du tarn,Laval-du-Tarn,3.35,44.35
rozier,LE ROZIER,le rozier,Le Rozier,3.21667,44.1833
saint-privat-du-fau,SAINT-PRIVAT-DU-FAU,saint privat du fau,Saint-Privat-du-Fau,3.35,44.9167
saint-chely-d-apcher,SAINT-CHELY-D'APCHER,saint chely d apcher,Saint-Chély-d'Apcher,3.28333,44.8
ribennes,RIBENNES,ribennes,Ribennes,3.4,44.6333
monastier-pin-mories,LE MONASTIER-PIN-MORIES,le monastier pin mories,Le Monastier-Pin-Moriès,3.25445,44.5148
saint-laurent-de-treves,SAINT-LAURENT-DE-TREVES,saint laurent de treves,Saint-Laurent-de-Trèves,3.6,44.2667
altier,ALTIER,altier,Altier,3.86667,44.4667
marchastel-48,MARCHASTEL,marchastel,Marchastel,3.11667,44.65
rimeize,RIMEIZE,rimeize,Rimeize,3.31667,44.7667
saint-andeol-de-clerguemort,SAINT-ANDEOL-DE-CLERGUEMORT,saint andeol de clerguemort,Saint-Andéol-de-Clerguemort,3.9,44.2833
saint-michel-de-deze,SAINT-MICHEL-DE-DEZE,saint michel de deze,Saint-Michel-de-Dèze,3.9,44.2333
saint-bonnet-de-chirac,SAINT-BONNET-DE-CHIRAC,saint bonnet de chirac,Saint-Bonnet-de-Chirac,3.26667,44.5167
saint-maurice-de-ventalon,SAINT-MAURICE-DE-VENTALON,saint maurice de ventalon,Saint-Maurice-de-Ventalon,3.83333,44.3167
prinsuejols,PRINSUEJOLS,prinsuejols,Prinsuéjols,3.18333,44.6667
rocles-48,ROCLES,rocles,Rocles,3.78333,44.7
bessons,LES BESSONS,les bessons,Bessons,3.25,44.7667
saint-pierre-de-nogaret,SAINT-PIERRE-DE-NOGARET,saint pierre de nogaret,Saint-Pierre-de-Nogaret,3.13333,44.4833
esclanedes,ESCLANEDES,esclanedes,Esclanèdes,3.36667,44.4833
julianges,JULIANGES,julianges,Julianges,3.31667,44.9333
canourgue,LA CANOURGUE,la canourgue,La Canourgue,3.21667,44.4167
saint-bauzile-48,SAINT-BAUZILE,saint bauzile,Saint-Bauzile,3.50223,44.482
saint-julien-d-arpaon,SAINT-JULIEN-D'ARPAON,saint julien d arpaon,Saint-Julien-d'Arpaon,3.66667,44.3
naussac-48,NAUSSAC,naussac,Naussac,3.78333,44.75
saint-germain-du-teil,SAINT-GERMAIN-DU-TEIL,saint germain du teil,Saint-Germain-du-Teil,3.16667,44.4833
allenc,ALLENC,allenc,Allenc,3.66667,44.5333
saint-flour-de-mercoire,SAINT-FLOUR-DE-MERCOIRE,saint flour de mercoire,Saint-Flour-de-Mercoire,3.83333,44.7
fage-saint-julien,LA FAGE-SAINT-JULIEN,la fage saint julien,La Fage-Saint-Julien,3.2,44.8
buisson-48,LE BUISSON,le buisson,Le Buisson,3.23333,44.6333
vialas,VIALAS,vialas,Vialas,3.9,44.3333
saint-julien-des-points,SAINT-JULIEN-DES-POINTS,saint julien des points,Saint-Julien-des-Points,3.96667,44.2667
saint-frezal-de-ventalon,SAINT-FREZAL-DE-VENTALON,saint frezal de ventalon,Saint-Frézal-de-Ventalon,3.86667,44.2833
cheylard-l-eveque,CHEYLARD-L'EVEQUE,cheylard l eveque,Cheylard-l'Évêque,3.8,44.65
pompidou,LE POMPIDOU,le pompidou,Le Pompidou,3.65,44.2
malzieu-forain,LE MALZIEU-FORAIN,le malzieu forain,Le Malzieu-Forain,3.32834,44.8545
saint-jean-la-fouillouse,SAINT-JEAN-LA-FOUILLOUSE,saint jean la fouillouse,Saint-Jean-la-Fouillouse,3.66667,44.7
molezon,MOLEZON,molezon,Molezon,3.66667,44.2167
salelles-48,LES SALELLES,les salelles,Salelles,3.28333,44.4833
saint-pierre-des-tripiers,SAINT-PIERRE-DES-TRIPIERS,saint pierre des tripiers,Saint-Pierre-des-Tripiers,3.28333,44.2333
palhers,PALHERS,palhers,Palhers,3.3,44.5333
balsieges,BALSIEGES,balsieges,Balsièges,3.46667,44.4833
lajo,LAJO,lajo,Lajo,3.43333,44.8333
lachamp,LACHAMP,lachamp,Lachamp,3.38333,44.6167
sainte-colombe-de-peyre,SAINTE-COLOMBE-DE-PEYRE,sainte colombe de peyre,Sainte-Colombe-de-Peyre,3.23333,44.6833
cubierettes,CUBIERETTES,cubierettes,Cubiérettes,3.78333,44.45
mas-d-orcieres,MAS-D'ORCIERES,mas d orcieres,Mas-d'Orcières,3.7,44.4667
fage-montivernoux,LA FAGE-MONTIVERNOUX,la fage montivernoux,La Fage-Montivernoux,3.18333,44.75
chaudeyrac,CHAUDEYRAC,chaudeyrac,Chaudeyrac,3.75,44.65
auroux,AUROUX,auroux,Auroux,3.73333,44.75
cocures,COCURES,cocures,Cocurès,3.61667,44.35
saint-amans-48,SAINT-AMANS,saint amans,Saint-Amans,3.45,44.6583
saint-martin-de-lansuscle,SAINT-MARTIN-DE-LANSUSCLE,saint martin de lansuscle,Saint-Martin-de-Lansuscle,3.75,44.2167
saint-frezal-d-albuges,SAINT-FREZAL-D'ALBUGES,saint frezal d albuges,Saint-Frézal-d'Albuges,3.76667,44.55
banassac,BANASSAC,banassac,Banassac,3.2,44.4333
saint-hilaire-de-lavit,SAINT-HILAIRE-DE-LAVIT,saint hilaire de lavit,Saint-Hilaire-de-Lavit,3.86667,44.25
saint-gal,SAINT-GAL,saint gal,Saint-Gal,3.43333,44.6667
chateauneuf-de-randon,CHATEAUNEUF-DE-RANDON,chateauneuf de randon,Châteauneuf-de-Randon,3.66667,44.65
montbel-48,MONTBEL,montbel,Montbel,3.71667,44.5833
tieule,LA TIEULE,la tieule,La Tieule,3.15,44.3833
bastide-puylaurent,LA BASTIDE-PUYLAURENT,la bastide puylaurent,La Bastide-Puylaurent,3.9,44.6
cubieres,CUBIERES,cubieres,Cubières,3.76667,44.4667
albaret-le-comtal,ALBARET-LE-COMTAL,albaret le comtal,Albaret-le-Comtal,3.15,44.8667
chirac-48,CHIRAC,chirac,Chirac,3.26667,44.5333
saint-rome-de-dolan,SAINT-ROME-DE-DOLAN,saint rome de dolan,Saint-Rome-de-Dolan,3.21667,44.2667
barre-des-cevennes,BARRE-DES-CEVENNES,barre des cevennes,Barre-des-Cévennes,3.65,44.25
quezac-48,QUEZAC,quezac,Quézac,3.53333,44.3667
vebron,VEBRON,vebron,Vebron,3.56667,44.2333
serverette,SERVERETTE,serverette,Serverette,3.38333,44.7
bedoues,BEDOUES,bedoues,Bédouès,3.6,44.35
noalhac,NOALHAC,noalhac,Noalhac,3.13333,44.8167
saint-laurent-de-veyres,SAINT-LAURENT-DE-VEYRES,saint laurent de veyres,Saint-Laurent-de-Veyrès,3.15,44.7667
hures-la-parade,HURES-LA-PARADE,hures la parade,Hures-la-Parade,3.3525,44.2448
aumont-aubrac,AUMONT-AUBRAC,aumont aubrac,Aumont-Aubrac,3.28333,44.7167
mas-saint-chely,MAS-SAINT-CHELY,mas saint chely,Mas-Saint-Chély,3.4,44.3167
saint-etienne-vallee-francaise,SAINT-ETIENNE-VALLEE-FRANCAISE,saint etienne vallee francaise,Saint-Étienne-Vallée-Française,3.84195,44.1667
fontans,FONTANS,fontans,Fontans,3.4,44.7333
trelans,TRELANS,trelans,Trélans,3.08333,44.5
saint-alban-sur-limagnole,SAINT-ALBAN-SUR-LIMAGNOLE,saint alban sur limagnole,Saint-Alban-sur-Limagnole,3.38333,44.7833
fraissinet-de-fourques,FRAISSINET-DE-FOURQUES,fraissinet de fourques,Fraissinet-de-Fourques,3.53333,44.2167
montbrun-48,MONTBRUN,montbrun,Montbrun,3.5,44.3333
pelouse,PELOUSE,pelouse,Pelouse,3.61667,44.5687
arzenc-de-randon,ARZENC-DE-RANDON,arzenc de randon,Arzenc-de-Randon,3.61667,44.65
saint-sauveur-de-peyre,SAINT-SAUVEUR-DE-PEYRE,saint sauveur de peyre,Saint-Sauveur-de-Peyre,3.28333,44.65
chanac,CHANAC,chanac,Chanac,3.33333,44.4667
moissac-vallee-francaise,MOISSAC-VALLEE-FRANCAISE,moissac vallee francaise,Moissac-Vallée-Française,3.78445,44.1631
cultures,CULTURES,cultures,Cultures,3.38333,44.5
bassurels,BASSURELS,bassurels,Bassurels,3.61667,44.1833
saint-saturnin-48,SAINT-SATURNIN,saint saturnin,Saint-Saturnin,3.19167,44.4083
fau-de-peyre,FAU-DE-PEYRE,fau de peyre,Fau-de-Peyre,3.21667,44.7333
saint-andre-capceze,SAINT-ANDRE-CAPCEZE,saint andre capceze,Saint-André-Capcèze,3.95,44.4167
saint-bonnet-de-montauroux,SAINT-BONNET-DE-MONTAUROUX,saint bonnet de montauroux,Saint-Bonnet-de-Montauroux,3.71667,44.8167
prunieres-48,PRUNIERES,prunieres,Prunières,3.35,44.8167
chastanier,CHASTANIER,chastanier,Chastanier,3.75,44.7167
barjac-48,BARJAC,barjac,Barjac,3.4,44.5
saint-sauveur-de-ginestoux,SAINT-SAUVEUR-DE-GINESTOUX,saint sauveur de ginestoux,Saint-Sauveur-de-Ginestoux,3.6,44.7
sainte-croix-vallee-francaise,SAINTE-CROIX-VALLEE-FRANCAISE,sainte croix vallee francaise,Sainte-Croix-Vallée-Française,3.74223,44.1798
ispagnac,ISPAGNAC,ispagnac,Ispagnac,3.53333,44.3667
javols,JAVOLS,javols,Javols,3.35,44.6833
chadenet,CHADENET,chadenet,Chadenet,3.61667,44.5
mende,MENDE,mende,Mende,3.5,44.5167
saint-privat-de-vallongue,SAINT-PRIVAT-DE-VALLONGUE,saint privat de vallongue,Saint-Privat-de-Vallongue,3.83333,44.2833
lanuejols-48,LANUEJOLS,lanuejols,Lanuéjols,3.56667,44.5
badaroux,BADAROUX,badaroux,Badaroux,3.55,44.5333
arzenc-d-apcher,ARZENC-D'APCHER,arzenc d apcher,Arzenc-d'Apcher,3.11667,44.85
cassagnas,CASSAGNAS,cassagnas,Cassagnas,3.75,44.2667
recoux,LE RECOUX,le recoux,Le Recoux,3.15,44.3333
grandvals,GRANDVALS,grandvals,Grandvals,03.05,44.7333
meyrueis,MEYRUEIS,meyrueis,Meyrueis,3.43333,44.1667
gatuzieres,GATUZIERES,gatuzieres,Gatuzières,3.48333,44.2
laubert,LAUBERT,laubert,Laubert,3.63333,44.55
prevencheres,PREVENCHERES,prevencheres,Prévenchères,3.91667,44.5167
chauchailles,CHAUCHAILLES,chauchailles,Chauchailles,3.1,44.7833
panouse,LA PANOUSE,la panouse,La Panouse,3.58333,44.7333
chaze-de-peyre,LA CHAZE-DE-PEYRE,la chaze de peyre,La Chaze-de-Peyre,3.25,44.7
nasbinals,NASBINALS,nasbinals,Nasbinals,03.05,44.6667
sainte-eulalie-48,SAINTE-EULALIE,sainte eulalie,Sainte-Eulalie,3.45,44.7833
rieutort-de-randon,RIEUTORT-DE-RANDON,rieutort de randon,Rieutort-de-Randon,3.47917,44.6353
saint-georges-de-levejac,SAINT-GEORGES-DE-LEVEJAC,saint georges de levejac,Saint-Georges-de-Lévéjac,3.23333,44.3167
saint-symphorien-48,SAINT-SYMPHORIEN,saint symphorien,Saint-Symphorien,3.61667,44.8333
laval-atger,LAVAL-ATGER,laval atger,Laval-Atger,3.68333,44.8
recoules-d-aubrac,RECOULES-D'AUBRAC,recoules d aubrac,Recoules-d'Aubrac,3.03333,44.6833
saint-martin-de-boubaux,SAINT-MARTIN-DE-BOUBAUX,saint martin de boubaux,Saint-Martin-de-Boubaux,3.91667,44.2
termes-48,TERMES,termes,Termes,3.16667,44.8131
massegros,LE MASSEGROS,le massegros,Le Massegros,3.18333,44.3
bleymard,LE BLEYMARD,le bleymard,Le Bleymard,3.73333,44.4833
servieres,SERVIERES,servieres,Servières,3.41667,44.5833
bondons,LES BONDONS,les bondons,Bondons,3.61667,44.3833
bagnols-les-bains,BAGNOLS-LES-BAINS,bagnols les bains,Bagnols-les-Bains,3.66667,44.5
grezes-48,GREZES,grezes,Grèzes,3.33333,44.5167
blavignac,BLAVIGNAC,blavignac,Blavignac,3.28333,44.8833
laubies,LES LAUBIES,les laubies,Laubies,3.43333,44.6833
chatelais,CHATELAIS,chatelais,Châtelais,-0.916667,47.7667
nueil-sur-layon,NUEIL-SUR-LAYON,nueil sur layon,Nueil-sur-Layon,-0.366667,47.1167
armaille,ARMAILLE,armaille,Armaillé,-1.13333,47.7167
saint-just-sur-dive,SAINT-JUST-SUR-DIVE,saint just sur dive,Saint-Just-sur-Dive,-0.083333,47.1833
fontaine-milon,FONTAINE-MILON,fontaine milon,Fontaine-Milon,-0.25,47.5
pontigne,PONTIGNE,pontigne,Pontigné,-0.033333,47.55
brigne,BRIGNE,brigne,Brigné,-0.383333,47.2333
moze-sur-louet,MOZE-SUR-LOUET,moze sur louet,Mozé-sur-Louet,-0.55,47.35
saint-clement-des-levees,SAINT-CLEMENT-DES-LEVEES,saint clement des levees,Saint-Clément-des-Levées,-0.183333,47.3333
saint-sauveur-de-landemont,SAINT-SAUVEUR-DE-LANDEMONT,saint sauveur de landemont,Saint-Sauveur-de-Landemont,0.74389,47.2842
chemille,CHEMILLE,chemille,Chemillé,-0.716667,47.2167
varenne,LA VARENNE,la varenne,La Varenne,-1.31667,47.3167
saint-philbert-en-mauges,SAINT-PHILBERT-EN-MAUGES,saint philbert en mauges,Saint-Philbert-en-Mauges,-1.01667,47.15
vaulandry,VAULANDRY,vaulandry,Vaulandry,-0.05,47.6
cholet,CHOLET,cholet,Cholet,-0.883333,47.0667
saint-georges-des-gardes,SAINT-GEORGES-DES-GARDES,saint georges des gardes,Saint-Georges-des-Gardes,-0.759167,47.15
cernusson,CERNUSSON,cernusson,Cernusson,-0.483333,47.1833
vernantes,VERNANTES,vernantes,Vernantes,0.05,47.4
chapelle-sur-oudon,LA CHAPELLE-SUR-OUDON,la chapelle sur oudon,La Chapelle-sur-Oudon,-0.816667,47.6833
tigne,TIGNE,tigne,Tigné,-0.433333,47.2
saint-clement-de-la-place,SAINT-CLEMENT-DE-LA-PLACE,saint clement de la place,Saint-Clément-de-la-Place,-0.75,47.5333
chevire-le-rouge,CHEVIRE-LE-ROUGE,chevire le rouge,Cheviré-le-Rouge,-0.183333,47.6
verchers-sur-layon,LES VERCHERS-SUR-LAYON,les verchers sur layon,Verchers-sur-Layon,-0.3,47.15
champtoceaux,CHAMPTOCEAUX,champtoceaux,Champtoceaux,-1.26667,47.3333
puy-notre-dame,LE PUY-NOTRE-DAME,le puy notre dame,Le Puy-Notre-Dame,-0.233333,47.1167
poueze,LA POUEZE,la poueze,La Pouëze,-0.8,47.55
plessis-mace,LE PLESSIS-MACE,le plessis mace,Le Plessis-Macé,-0.666667,47.55
beausse,BEAUSSE,beausse,Beausse,-0.916667,47.3167
toutlemonde,TOUTLEMONDE,toutlemonde,Toutlemonde,-0.766667,47.05
beaupreau,BEAUPREAU,beaupreau,Beaupréau,-1,47.2
previere,LA PREVIERE,la previere,La Prévière,-1.18333,47.7167
cande,CANDE,cande,Candé,-1.03333,47.5667
sermaise-49,SERMAISE,sermaise,Sermaise,-0.216667,47.5167
pruille,PRUILLE,pruille,Pruillé,-0.65,47.5833
meigne,MEIGNE,meigne,Meigné,-0.216667,47.2333
rairies,LES RAIRIES,les rairies,Rairies,-0.2,47.65
rou-marson,ROU-MARSON,rou marson,Rou-Marson,-0.15,47.2333
saint-laurent-des-autels,SAINT-LAURENT-DES-AUTELS,saint laurent des autels,Saint-Laurent-des-Autels,-1.18333,47.2833
cerqueux-sous-passavant,LES CERQUEUX-SOUS-PASSAVANT,les cerqueux sous passavant,Cerqueux-sous-Passavant,-0.465833,47.1081
chavaignes,CHAVAIGNES,chavaignes,Chavaignes,0.033333,47.5333
beauvau,BEAUVAU,beauvau,Beauvau,-0.25,47.5833
noyant,NOYANT,noyant,Noyant,0.133333,47.5167
bouille-menard,BOUILLE-MENARD,bouille menard,Bouillé-Ménard,-0.966667,47.7333
meignanne,LA MEIGNANNE,la meignanne,La Meignanne,-0.666667,47.5167
chalonnes-sous-le-lude,CHALONNES-SOUS-LE-LUDE,chalonnes sous le lude,Chalonnes-sous-le-Lude,0.166667,47.55
saint-lambert-du-lattay,SAINT-LAMBERT-DU-LATTAY,saint lambert du lattay,Saint-Lambert-du-Lattay,-0.633333,47.3
saint-martin-de-la-place,SAINT-MARTIN-DE-LA-PLACE,saint martin de la place,Saint-Martin-de-la-Place,-0.133333,47.3167
saint-macaire-du-bois,SAINT-MACAIRE-DU-BOIS,saint macaire du bois,Saint-Macaire-du-Bois,-0.266667,47.1167
breze,BREZE,breze,Brézé,-0.066667,47.1667
nuaille,NUAILLE,nuaille,Nuaillé,-0.8,47.1
ambillou-chateau,AMBILLOU-CHATEAU,ambillou chateau,Ambillou-Château,-0.35,47.2667
coudray-macouard,LE COUDRAY-MACOUARD,le coudray macouard,Le Coudray-Macouard,-0.116667,47.2
lande-chasles,LA LANDE-CHASLES,la lande chasles,La Lande-Chasles,-0.066667,47.4667
saint-sauveur-de-flee,SAINT-SAUVEUR-DE-FLEE,saint sauveur de flee,Saint-Sauveur-de-Flée,-0.783333,47.75
beaucouze,BEAUCOUZE,beaucouze,Beaucouzé,-0.633333,47.4667
yzernay,YZERNAY,yzernay,Yzernay,-0.7,47.0167
champtoce-sur-loire,CHAMPTOCE-SUR-LOIRE,champtoce sur loire,Champtocé-sur-Loire,-0.866667,47.4167
chavagnes,CHAVAGNES,chavagnes,Chavagnes,-0.466667,47.2667
chapelle-rousselin,LA CHAPELLE-ROUSSELIN,la chapelle rousselin,La Chapelle-Rousselin,-0.783333,47.2167
angers,ANGERS,angers,Angers,-0.55,47.4667
geste,GESTE,geste,Gesté,-1.11667,47.1833
champ-sur-layon,CHAMP-SUR-LAYON,champ sur layon,Champ-sur-Layon,-0.583333,47.2667
vihiers,VIHIERS,vihiers,Vihiers,-0.533333,47.15
dagueniere,LA DAGUENIERE,la dagueniere,La Daguenière,-0.433333,47.4167
jumelliere,LA JUMELLIERE,la jumelliere,La Jumellière,-0.716667,47.2833
poiteviniere,LA POITEVINIERE,la poiteviniere,La Poitevinière,-0.8975,47.2278
saint-michel-et-chanveaux,SAINT-MICHEL-ET-CHANVEAUX,saint michel et chanveaux,Saint-Michel-et-Chanveaux,-1.13333,47.6833
romagne-49,LA ROMAGNE,la romagne,La Romagne,-1.01667,47.0667
briollay,BRIOLLAY,briollay,Briollay,-0.5,47.5667
may-sur-evre,LE MAY-SUR-EVRE,le may sur evre,Le May-sur-Èvre,-0.9,47.1333
corze,CORZE,corze,Corzé,-0.383333,47.55
beaufort-en-vallee,BEAUFORT-EN-VALLEE,beaufort en vallee,Beaufort-en-Vallée,-0.216667,47.4333
chateauneuf-sur-sarthe,CHATEAUNEUF-SUR-SARTHE,chateauneuf sur sarthe,Châteauneuf-sur-Sarthe,-0.483333,47.6833
saint-paul-du-bois,SAINT-PAUL-DU-BOIS,saint paul du bois,Saint-Paul-du-Bois,-0.55,47.0833
durtal,DURTAL,durtal,Durtal,-0.25,47.6667
boissiere-sur-evre,LA BOISSIERE-SUR-EVRE,la boissiere sur evre,La Boissière-sur-Èvre,-1.08333,47.3
trementines,TREMENTINES,trementines,Trémentines,-0.783333,47.1167
distre,DISTRE,distre,Distré,-0.116667,47.2333
montreuil-juigne,MONTREUIL-JUIGNE,montreuil juigne,Montreuil-Juigné,-0.611944,47.5284
jubaudiere,LA JUBAUDIERE,la jubaudiere,La Jubaudière,-0.9,47.1667
parcay-les-pins,PARCAY-LES-PINS,parcay les pins,Parçay-les-Pins,0.166667,47.4333
chapelle-du-genet,LA CHAPELLE-DU-GENET,la chapelle du genet,La Chapelle-du-Genêt,-1.01667,47.1833
brissarthe,BRISSARTHE,brissarthe,Brissarthe,-0.45,47.7
chapelle-saint-laud,LA CHAPELLE-SAINT-LAUD,la chapelle saint laud,La Chapelle-Saint-Laud,-0.3,47.6167
soulaines-sur-aubance,SOULAINES-SUR-AUBANCE,soulaines sur aubance,Soulaines-sur-Aubance,-0.516667,47.3667
marigne,MARIGNE,marigne,Marigné,-0.616667,47.7167
saint-laurent-de-la-plaine,SAINT-LAURENT-DE-LA-PLAINE,saint laurent de la plaine,Saint-Laurent-de-la-Plaine,-0.8,47.3167
soucelles,SOUCELLES,soucelles,Soucelles,-0.416667,47.5667
villebernier,VILLEBERNIER,villebernier,Villebernier,-0.033333,47.25
carbay,CARBAY,carbay,Carbay,-1.21667,47.7333
thouarce,THOUARCE,thouarce,Thouarcé,-0.5,47.2667
juvardeil,JUVARDEIL,juvardeil,Juvardeil,-0.5,47.65
fontaine-guerin,FONTAINE-GUERIN,fontaine guerin,Fontaine-Guérin,-0.183333,47.4833
puiset-dore,LE PUISET-DORE,le puiset dore,Le Puiset-Doré,-1.1,47.2333
saint-cyr-en-bourg,SAINT-CYR-EN-BOURG,saint cyr en bourg,Saint-Cyr-en-Bourg,-0.05,47.2
montigne-les-rairies,MONTIGNE-LES-RAIRIES,montigne les rairies,Montigné-lès-Rairies,-0.2,47.6167
pouance,POUANCE,pouance,Pouancé,-1.16667,47.75
melay-49,MELAY,melay,Melay,-0.7,47.1833
bauge,BAUGE,bauge,Baugé,-0.1,47.5417
noyant-la-gravoyere,NOYANT-LA-GRAVOYERE,noyant la gravoyere,Noyant-la-Gravoyère,-0.966667,47.7
saint-remy-la-varenne,SAINT-REMY-LA-VARENNE,saint remy la varenne,Saint-Rémy-la-Varenne,-0.316667,47.4
vaudelnay,VAUDELNAY,vaudelnay,Vaudelnay,-0.2,47.15
chanzeaux,CHANZEAUX,chanzeaux,Chanzeaux,-0.65,47.2667
chemellier,CHEMELLIER,chemellier,Chemellier,-0.35,47.3333
saint-leger-sous-cholet,SAINT-LEGER-SOUS-CHOLET,saint leger sous cholet,Saint-Léger-sous-Cholet,-0.916667,47.1
meigne-le-vicomte,MEIGNE-LE-VICOMTE,meigne le vicomte,Meigné-le-Vicomte,0.2,47.5167
mazieres-en-mauges,MAZIERES-EN-MAUGES,mazieres en mauges,Mazières-en-Mauges,-0.816667,47.05
nyoiseau,NYOISEAU,nyoiseau,Nyoiseau,-0.916667,47.7167
gruge-l-hopital,GRUGE-L'HOPITAL,gruge l hopital,Grugé-l'Hôpital,-1.03333,47.75
faveraye-machelles,FAVERAYE-MACHELLES,faveraye machelles,Faveraye-Mâchelles,-0.5,47.25
gene,GENE,gene,Gené,-0.8,47.6333
challain-la-potherie,CHALLAIN-LA-POTHERIE,challain la potherie,Challain-la-Potherie,-1.05,47.6333
chartrene,CHARTRENE,chartrene,Chartrené,-0.116667,47.5
champigne,CHAMPIGNE,champigne,Champigné,-0.566667,47.6667
pellouailles-les-vignes,PELLOUAILLES-LES-VIGNES,pellouailles les vignes,Pellouailles-les-Vignes,-0.433333,47.5333
saint-georges-sur-loire,SAINT-GEORGES-SUR-LOIRE,saint georges sur loire,Saint-Georges-sur-Loire,-0.766667,47.4167
chenehutte-treves-cunault,CHENEHUTTE-TREVES-CUNAULT,chenehutte treves cunault,Chênehutte-Trèves-Cunault,-0.153889,47.3084
passavant-sur-layon,PASSAVANT-SUR-LAYON,passavant sur layon,Passavant-sur-Layon,-0.383333,47.1167
cheffes,CHEFFES,cheffes,Cheffes,-0.5075,47.6212
chaze-henry,CHAZE-HENRY,chaze henry,Chazé-Henry,-1.11667,47.75
saint-germain-des-pres-49,SAINT-GERMAIN-DES-PRES,saint germain des pres,Saint-Germain-des-Prés,-0.833333,47.4167
saint-jean-de-linieres,SAINT-JEAN-DE-LINIERES,saint jean de linieres,Saint-Jean-de-Linières,-0.6575,47.4581
clere-sur-layon,CLERE-SUR-LAYON,clere sur layon,Cléré-sur-Layon,-0.416667,47.0833
sceaux-d-anjou,SCEAUX-D'ANJOU,sceaux d anjou,Sceaux-d'Anjou,-0.6,47.6167
drain,DRAIN,drain,Drain,-1.2,47.35
saint-laurent-du-mottay,SAINT-LAURENT-DU-MOTTAY,saint laurent du mottay,Saint-Laurent-du-Mottay,-0.95,47.35
